,S1Hand,LabelHand,region,imageId,sampleType,split,band01_sum,band02_sum,band03_sum,band04_sum,band05_sum,band06_sum,band07_sum,band08_sum,band09_sum,band10_sum,band11_sum,band12_sum,band13_sum,band01_sumsq,band02_sumsq,band03_sumsq,band04_sumsq,band05_sumsq,band06_sumsq,band07_sumsq,band08_sumsq,band09_sumsq,band10_sumsq,band11_sumsq,band12_sumsq,band13_sumsq,pixel_count
16,Ghana_128663_S1Hand.tif,Ghana_128663_LabelHand.tif,Ghana,128663,S1Hand.tif,train,297021663.0,254327181.0,251801550.0,216456970.0,282000729.0,476220130.0,559081082.0,511301223.0,607456764.0,111403279.0,12798600.0,393787637.0,233482775.0,523532049515.0,384940760885.0,377217374962.0,280198291330.0,473191190953.0,1346579517188.0,1856265894846.0,1553766216303.0,2191816840622.0,75023107121.0,981521162.0,923667548597.0,328250985791.0,169329
17,Ghana_264787_S1Hand.tif,Ghana_264787_LabelHand.tif,Ghana,264787,S1Hand.tif,train,356446821.0,308980543.0,299215206.0,249095750.0,309641112.0,556748877.0,667909968.0,606734436.0,730614317.0,96857758.0,10225414.0,422815328.0,245720001.0,713862126603.0,542172609037.0,510402166372.0,367075230576.0,550183997186.0,1740831768623.0,2504670034942.0,2069572941462.0,3000607703191.0,53217994706.0,591156746.0,1029197608250.0,367333771423.0,181975
18,Ghana_597288_S1Hand.tif,Ghana_597288_LabelHand.tif,Ghana,597288,S1Hand.tif,train,358179547.0,293284467.0,290758026.0,219195007.0,325413859.0,619444211.0,734222024.0,676315026.0,811832190.0,96794474.0,11743186.0,493388840.0,241005409.0,489730349035.0,328837686857.0,323627269392.0,187537592863.0,405730631865.0,1490835602577.0,2100252330200.0,1787483343772.0,2574098156388.0,36209589150.0,536274376.0,951070589948.0,232114616385.0,262144
19,Ghana_8090_S1Hand.tif,Ghana_8090_LabelHand.tif,Ghana,8090,S1Hand.tif,train,349592534.0,288909742.0,275205285.0,221850036.0,286158449.0,532313772.0,645831050.0,589347789.0,716178618.0,85193922.0,8422712.0,407957975.0,224661721.0,652255514158.0,452025818792.0,413722387387.0,288037951654.0,452197150993.0,1504593074736.0,2210749112990.0,1842396824899.0,2720490036932.0,38538764266.0,368218400.0,917383588395.0,309300427199.0,194666
20,Ghana_187318_S1Hand.tif,Ghana_187318_LabelHand.tif,Ghana,187318,S1Hand.tif,train,385408407.0,315416896.0,296954140.0,228106012.0,311398889.0,639462738.0,769333347.0,713985123.0,848796174.0,131249883.0,8250280.0,505641483.0,267806365.0,570237443515.0,383354906806.0,340169294384.0,203814958548.0,374737631931.0,1569111912822.0,2271694145721.0,1957550566943.0,2765347492320.0,67981148565.0,317552818.0,988128736069.0,286369404385.0,262144
21,Ghana_362274_S1Hand.tif,Ghana_362274_LabelHand.tif,Ghana,362274,S1Hand.tif,train,382262257.0,316321600.0,307447335.0,246173607.0,333422171.0,574196639.0,685250083.0,626133250.0,753972031.0,91968195.0,7426963.0,454317967.0,224252160.0,565675640333.0,389055968794.0,368809309321.0,242421356791.0,433323640565.0,1312041572211.0,1878237864411.0,1577055787114.0,2293312657975.0,33862550781.0,215418379.0,848992332667.0,211880518192.0,259407
22,Ghana_1089161_S1Hand.tif,Ghana_1089161_LabelHand.tif,Ghana,1089161,S1Hand.tif,train,378218273.0,321264406.0,324303414.0,264271785.0,355738158.0,645826901.0,759272201.0,703797535.0,836108372.0,121363070.0,11880860.0,539302715.0,305499580.0,608893031495.0,441533043154.0,449754887278.0,303199277661.0,542096120428.0,1785298286151.0,2469908019979.0,2125856149959.0,2998259888922.0,65013179116.0,614902694.0,1252262507827.0,410514774600.0,236164
23,Ghana_887131_S1Hand.tif,Ghana_887131_LabelHand.tif,Ghana,887131,S1Hand.tif,train,375304019.0,308863708.0,298492823.0,232930450.0,318695166.0,610290787.0,727024535.0,673008176.0,807881474.0,94405520.0,5273094.0,500881015.0,248295919.0,538120334837.0,365091109926.0,341287147171.0,211448750698.0,389974553056.0,1476510287859.0,2107306614059.0,1810993468014.0,2611483413350.0,35600250090.0,108908700.0,990159116847.0,250929960207.0,262144
24,Ghana_247288_S1Hand.tif,Ghana_247288_LabelHand.tif,Ghana,247288,S1Hand.tif,train,75561739.0,67470266.0,68716003.0,65962681.0,69040051.0,80922182.0,92336918.0,81331767.0,91008580.0,19379706.0,2356035.0,54723806.0,37669764.0,142616022237.0,114153409974.0,118834897229.0,110889898635.0,120289250645.0,166162975446.0,216904238190.0,169540867525.0,213545352498.0,9877232106.0,141815299.0,79942762400.0,38609815364.0,40174
25,Ghana_194723_S1Hand.tif,Ghana_194723_LabelHand.tif,Ghana,194723,S1Hand.tif,train,83667578.0,71033191.0,69104647.0,58749392.0,75911498.0,131831424.0,155783930.0,141953105.0,168889112.0,28909662.0,2366803.0,107171656.0,62962425.0,148986668916.0,107876534495.0,102078372433.0,74598056312.0,123219364066.0,370724084834.0,517974519704.0,430474575239.0,609061446038.0,18600989274.0,125953011.0,245868295828.0,87460579741.0,47408
26,Ghana_26376_S1Hand.tif,Ghana_26376_LabelHand.tif,Ghana,26376,S1Hand.tif,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,Ghana_45911_S1Hand.tif,Ghana_45911_LabelHand.tif,Ghana,45911,S1Hand.tif,train,51161584.0,42826835.0,40704912.0,34063832.0,44280033.0,80119192.0,95250738.0,89279137.0,106009341.0,17819473.0,1981934.0,67424122.0,38097852.0,89639263718.0,62972904131.0,56942758216.0,40029202464.0,67407184109.0,220109332208.0,311063297728.0,273393216469.0,385318129233.0,10962566445.0,135928100.0,156306278570.0,50126644524.0,29269
28,Ghana_83200_S1Hand.tif,Ghana_83200_LabelHand.tif,Ghana,83200,S1Hand.tif,train,173572226.0,146414793.0,141585856.0,116448388.0,148749549.0,255068033.0,301965149.0,274887852.0,327914118.0,52764301.0,5407014.0,189497613.0,111250203.0,308893322050.0,220678565719.0,206538116010.0,141212532258.0,228324038905.0,670981173309.0,941309226685.0,782021817354.0,1111167140330.0,29699507449.0,312976460.0,374524056621.0,132038404977.0,98215
29,Ghana_135389_S1Hand.tif,Ghana_135389_LabelHand.tif,Ghana,135389,S1Hand.tif,train,34769058.0,28281287.0,27817049.0,20663223.0,31098552.0,61661658.0,73575260.0,68075365.0,81734285.0,9782844.0,598106.0,49710002.0,23116912.0,49114949804.0,32514872841.0,31490404111.0,17433515161.0,39373232288.0,154884412610.0,220626323768.0,189013035567.0,272245111847.0,3896355082.0,14599670.0,100864892270.0,21941393096.0,24624
30,India_285297_S1Hand.tif,India_285297_LabelHand.tif,India,285297,S1Hand.tif,train,362719631.0,290750899.0,273678246.0,195376387.0,260555552.0,492287024.0,599461671.0,526725374.0,636461453.0,40232474.0,1804335.0,318483213.0,145022991.0,541992906247.0,351687255529.0,314784091894.0,170508857369.0,291153471080.0,1100117688682.0,1664768559677.0,1318547380464.0,1919628996847.0,7276677002.0,13693339.0,507606381781.0,110673677213.0,245042
31,India_1072277_S1Hand.tif,India_1072277_LabelHand.tif,India,1072277,S1Hand.tif,train,330486873.0,260729065.0,256787898.0,182869195.0,273469152.0,607176348.0,770077648.0,686201639.0,836738429.0,55779727.0,1972775.0,403289597.0,169596775.0,417799210131.0,262458169057.0,255995116072.0,141804340549.0,291975668256.0,1535326424104.0,2499893634594.0,2011315091467.0,2993275772815.0,13327297797.0,15315039.0,719258987089.0,126899007705.0,262142
32,India_324254_S1Hand.tif,India_324254_LabelHand.tif,India,324254,S1Hand.tif,train,299981840.0,230125364.0,239374401.0,129768216.0,267893579.0,810255317.0,1043841845.0,942841072.0,1150326116.0,82327107.0,2195353.0,519487268.0,195510098.0,343827900202.0,203507565706.0,221808034291.0,71339510044.0,279385646895.0,2578170070025.0,4284037342289.0,3512116787878.0,5206922606252.0,26514170069.0,18672271.0,1055972987806.0,153172397876.0,262144
33,India_177319_S1Hand.tif,India_177319_LabelHand.tif,India,177319,S1Hand.tif,train,344412663.0,268791865.0,261165146.0,170064537.0,275182360.0,735754175.0,965997931.0,866091710.0,1070300768.0,71557010.0,2372654.0,543283901.0,228599586.0,471219693653.0,291960296967.0,277185276564.0,131683005841.0,309976747120.0,2170113438709.0,3756005387621.0,3034715578788.0,4617419974870.0,20588198646.0,22295014.0,1195228644001.0,226471948858.0,257225
34,India_391908_S1Hand.tif,India_391908_LabelHand.tif,India,391908,S1Hand.tif,train,342816199.0,284710323.0,276724764.0,227928169.0,282027936.0,460211451.0,549697822.0,485614933.0,587803449.0,59808935.0,21342731.0,330379859.0,166923916.0,557062832833.0,386265365913.0,366178029258.0,255269200139.0,381629899274.0,1049084459817.0,1511380551126.0,1193476169459.0,1748546043469.0,17377261201.0,2313515087.0,569611716565.0,146408428618.0,211832
35,India_166709_S1Hand.tif,India_166709_LabelHand.tif,India,166709,S1Hand.tif,train,351141204.0,280955152.0,269847431.0,200563253.0,276424329.0,548953424.0,678994913.0,606545455.0,746060267.0,50856806.0,2232157.0,448920955.0,208496904.0,484584179292.0,314336234040.0,292241799763.0,172821131805.0,308791253931.0,1254579799384.0,1947609344183.0,1575774030841.0,2376673415075.0,10669627108.0,19788671.0,845190888959.0,186955289032.0,256894
36,India_534470_S1Hand.tif,India_534470_LabelHand.tif,India,534470,S1Hand.tif,train,323597809.0,261851809.0,277317037.0,196947670.0,304306799.0,707256918.0,878729624.0,793445981.0,964173791.0,62567925.0,2163652.0,505907741.0,228376393.0,419655872231.0,278617534109.0,314603927745.0,175150120448.0,382452204921.0,2093937762940.0,3247691169940.0,2674230635803.0,3923352438563.0,16197637217.0,19076076.0,1093837663121.0,233807663613.0,250570
37,India_773682_S1Hand.tif,India_773682_LabelHand.tif,India,773682,S1Hand.tif,train,369427618.0,298346765.0,279575975.0,209610437.0,268813832.0,478268003.0,577783231.0,510371653.0,622556150.0,40626598.0,2032929.0,365947569.0,176070329.0,545089300036.0,357914118903.0,316140052763.0,184415350141.0,295205526060.0,978430178235.0,1449012793027.0,1153112560749.0,1710614868018.0,7051592530.0,16993709.0,620858059145.0,149791859847.0,252793
38,India_956930_S1Hand.tif,India_956930_LabelHand.tif,India,956930,S1Hand.tif,train,340112033.0,272802886.0,262470881.0,208641426.0,271362919.0,451404799.0,544309519.0,480372210.0,587526419.0,38324172.0,2581084.0,323393664.0,148390166.0,489238948343.0,316343341194.0,294757302607.0,192769903690.0,316962680413.0,929902114327.0,1371320957069.0,1089318253606.0,1626510660871.0,6653191322.0,33657716.0,520463953834.0,110619465554.0,237130
39,India_979278_S1Hand.tif,India_979278_LabelHand.tif,India,979278,S1Hand.tif,train,174665996.0,160094397.0,148497536.0,114557953.0,138071797.0,241716566.0,286221133.0,268080693.0,306202483.0,35948062.0,14040614.0,139156492.0,72388995.0,326826868754.0,251618333303.0,221248334468.0,136477494461.0,198149675177.0,621803515534.0,879263557451.0,737557417765.0,1011874473461.0,14153661498.0,2464654042.0,254820639362.0,70261337869.0,109069
40,India_664410_S1Hand.tif,India_664410_LabelHand.tif,India,664410,S1Hand.tif,train,332040354.0,262808250.0,253913258.0,186302735.0,260423832.0,522907431.0,659200400.0,580763422.0,701411792.0,44333151.0,1844770.0,311936318.0,137394926.0,420953839408.0,265562165524.0,250423774102.0,142487231187.0,266228951172.0,1121163343883.0,1795463529668.0,1420619094360.0,2069446698282.0,8139114055.0,13370312.0,443310397680.0,87868723158.0,262142
41,India_747970_S1Hand.tif,India_747970_LabelHand.tif,India,747970,S1Hand.tif,train,314109894.0,241602423.0,245150541.0,148314057.0,258936050.0,723086314.0,920054484.0,829040443.0,1018536494.0,66705008.0,2155730.0,468084849.0,186444831.0,414734650934.0,249476708571.0,259314465759.0,113618376703.0,294318557926.0,2231814039438.0,3620805130164.0,2959560232193.0,4450671954184.0,18889914782.0,19279886.0,959412977645.0,167369831551.0,246517
42,India_207862_S1Hand.tif,India_207862_LabelHand.tif,India,207862,S1Hand.tif,train,294960007.0,234936782.0,226925065.0,153088871.0,226783744.0,453005788.0,555594810.0,485817867.0,590118671.0,35943428.0,1543643.0,295524151.0,133329978.0,442837768201.0,281998351958.0,265716562587.0,128830439887.0,270728638634.0,1156765871620.0,1771260910080.0,1385467808763.0,2036251726081.0,7139448636.0,12299647.0,526450530573.0,110941176528.0,200115
43,India_500266_S1Hand.tif,India_500266_LabelHand.tif,India,500266,S1Hand.tif,train,371423164.0,301935426.0,299610853.0,235009172.0,306822012.0,538201954.0,651772489.0,574564326.0,690423161.0,41948697.0,1889288.0,352134072.0,165782285.0,527513708958.0,352551396922.0,350979536963.0,230460156098.0,369827906476.0,1166447996906.0,1729572430497.0,1371780701602.0,1978915760209.0,7161921305.0,14008926.0,574127802524.0,135383100567.0,262141
44,India_179238_S1Hand.tif,India_179238_LabelHand.tif,India,179238,S1Hand.tif,train,291889595.0,238503998.0,230699845.0,179909743.0,234935478.0,441005406.0,542956255.0,481082066.0,589166010.0,38438364.0,2571836.0,313214878.0,144781855.0,447706902843.0,302476326374.0,286578818009.0,181995048115.0,303236961194.0,1116273206882.0,1707615195731.0,1360874337384.0,2041600423218.0,8328870168.0,48493236.0,609278903096.0,132360933313.0,192482
45,India_287642_S1Hand.tif,India_287642_LabelHand.tif,India,287642,S1Hand.tif,train,184377571.0,147424117.0,132533520.0,96071207.0,121406116.0,201861762.0,242815059.0,210022895.0,253767130.0,16247838.0,1084738.0,131546078.0,63961814.0,296521676463.0,191785398853.0,156533408414.0,85433252615.0,133547401812.0,385578741358.0,565817951429.0,437308728793.0,634661310356.0,2436644616.0,10778698.0,185407464410.0,47074579286.0,115377
46,India_774689_S1Hand.tif,India_774689_LabelHand.tif,India,774689,S1Hand.tif,train,351203220.0,281711355.0,264569275.0,190971054.0,258238834.0,501138251.0,614103267.0,543791234.0,665712563.0,42416480.0,1814794.0,362534552.0,173143086.0,524890244766.0,340291751891.0,302895274743.0,166496961352.0,294196617866.0,1152942258637.0,1754955846883.0,1404681099598.0,2093780339979.0,8119810288.0,14241662.0,650163542502.0,156961439618.0,237980
47,India_383430_S1Hand.tif,India_383430_LabelHand.tif,India,383430,S1Hand.tif,train,332782014.0,266270272.0,250171674.0,194798370.0,245064388.0,408048585.0,487464128.0,434861303.0,530562289.0,38645247.0,1876339.0,362116093.0,178352018.0,446041925638.0,288305313732.0,256852899710.0,163380028072.0,250478740404.0,734653867347.0,1064142947238.0,864002147703.0,1278092464203.0,6406866859.0,14478295.0,602994929115.0,152224129164.0,251271
48,India_373039_S1Hand.tif,India_373039_LabelHand.tif,India,373039,S1Hand.tif,train,321377537.0,241315200.0,217242648.0,130364252.0,217418954.0,643179709.0,824318059.0,756424967.0,907302471.0,88967688.0,6234295.0,455821351.0,188875779.0,431233538913.0,245703643958.0,200971802204.0,79677406452.0,203329263196.0,1773546119705.0,2939545921535.0,2490871697457.0,3568165642307.0,33743826856.0,167661215.0,901488501087.0,161362113595.0,242783
49,India_698338_S1Hand.tif,India_698338_LabelHand.tif,India,698338,S1Hand.tif,train,323423713.0,260530994.0,251798367.0,192099134.0,258169042.0,491328737.0,603796511.0,534224081.0,659875428.0,45411953.0,1932563.0,415144261.0,198228524.0,468153844551.0,308227761734.0,290100708001.0,182044555960.0,308472827362.0,1140401272703.0,1738788557047.0,1379746097927.0,2095583612180.0,9624772969.0,16717699.0,824236903013.0,195252886960.0,227984
50,India_1017769_S1Hand.tif,India_1017769_LabelHand.tif,India,1017769,S1Hand.tif,train,276298195.0,238329117.0,224097989.0,210622748.0,201511061.0,232462789.0,259496083.0,223668413.0,256231632.0,31774715.0,11174834.0,155221572.0,104652919.0,449118483439.0,338514407545.0,303547403523.0,276302388882.0,250632118401.0,344800323169.0,437000873633.0,331176659025.0,444704658970.0,8404574489.0,2092468476.0,225503785476.0,109810511401.0,172971
51,India_981708_S1Hand.tif,India_981708_LabelHand.tif,India,981708,S1Hand.tif,train,271616927.0,213946836.0,214388639.0,144453006.0,232816490.0,553518192.0,702776303.0,632962586.0,773621782.0,52629757.0,1856999.0,381410961.0,153195923.0,331127393869.0,208762240362.0,211617341373.0,110658866650.0,249534611548.0,1432939142278.0,2331324985985.0,1907800802684.0,2845543391018.0,12986618121.0,15667993.0,687757189333.0,113415663133.0,224024
52,India_91379_S1Hand.tif,India_91379_LabelHand.tif,India,91379,S1Hand.tif,train,346651496.0,278620969.0,270096314.0,196463463.0,266629732.0,508421355.0,634717556.0,557868925.0,668370776.0,43206514.0,1811045.0,312706030.0,140044074.0,459043818806.0,299314914973.0,284665129140.0,160150996903.0,278532216950.0,1048695468429.0,1653127003298.0,1306227712091.0,1876055684738.0,7637157594.0,12879157.0,443573006804.0,92402380126.0,262133
53,India_59460_S1Hand.tif,India_59460_LabelHand.tif,India,59460,S1Hand.tif,train,282944069.0,217220782.0,204034988.0,126726363.0,206164201.0,594101836.0,778161621.0,699019120.0,858536622.0,62201563.0,1893688.0,423349598.0,175707808.0,391303792507.0,235226468172.0,207805802662.0,90543914951.0,212477884803.0,1724199922276.0,2965797707527.0,2401442027426.0,3616219645918.0,18928767451.0,17459222.0,884271487990.0,162376247890.0,209353
54,India_624341_S1Hand.tif,India_624341_LabelHand.tif,India,624341,S1Hand.tif,train,294501973.0,224217910.0,233198515.0,121079357.0,252871415.0,832933531.0,1095046938.0,995815490.0,1202663737.0,92348680.0,2259025.0,558009840.0,210853462.0,331243136067.0,192945528474.0,210521416159.0,61537297801.0,250106371985.0,2695867499825.0,4660045605362.0,3868887603702.0,5621248512157.0,32917421456.0,19757957.0,1207417142410.0,177837340952.0,262142
55,India_566697_S1Hand.tif,India_566697_LabelHand.tif,India,566697,S1Hand.tif,train,318956863.0,258233410.0,250098199.0,189356206.0,255837094.0,513661209.0,636145385.0,569255230.0,697078774.0,44742669.0,1955108.0,381127898.0,173329606.0,482948194609.0,319022625992.0,301762896417.0,187407679630.0,318900306152.0,1306762425355.0,2025523688121.0,1646197241012.0,2475382923720.0,10222512085.0,18196746.0,788257166372.0,171387007892.0,215703
56,India_804466_S1Hand.tif,India_804466_LabelHand.tif,India,804466,S1Hand.tif,train,349943081.0,282972282.0,272748193.0,205900369.0,267666998.0,488247714.0,605988994.0,531137082.0,633410915.0,41544964.0,1717065.0,299924745.0,136840406.0,467820980609.0,309047412858.0,289867803403.0,175793655023.0,280419791270.0,992705490440.0,1557742366970.0,1232005973986.0,1761700476967.0,7366881430.0,11622175.0,438189790489.0,95180457490.0,262134
57,India_103447_S1Hand.tif,India_103447_LabelHand.tif,India,103447,S1Hand.tif,train,271026234.0,221557510.0,211232300.0,170115602.0,205266665.0,360140554.0,435914440.0,383631704.0,470142574.0,30169589.0,1557742.0,282811742.0,143172513.0,463651652326.0,311145329128.0,285707675350.0,198894964502.0,275206222061.0,875467185818.0,1306320778668.0,1030484737932.0,1555679699946.0,6302623841.0,15384326.0,604655978914.0,167358461209.0,163567
58,India_136196_S1Hand.tif,India_136196_LabelHand.tif,India,136196,S1Hand.tif,train,284017826.0,221510546.0,200471834.0,135655541.0,211573243.0,560387199.0,706801627.0,659956272.0,776676332.0,112491099.0,10935544.0,383875905.0,176364532.0,393111140250.0,244799770884.0,202762659072.0,104232080687.0,226445189561.0,1532097334185.0,2442920561235.0,2138651479804.0,2952550378240.0,61592137227.0,708181288.0,727046695769.0,166151340232.0,211744
59,India_842775_S1Hand.tif,India_842775_LabelHand.tif,India,842775,S1Hand.tif,train,329961163.0,262243412.0,249895252.0,179184381.0,246553394.0,472878718.0,582517084.0,512051953.0,628466895.0,43345583.0,1940307.0,371509665.0,170880798.0,443504310941.0,282637024816.0,258001948236.0,138816307815.0,252514852188.0,949761017720.0,1457389789130.0,1142185906089.0,1708471257411.0,7882778541.0,15587371.0,594105264705.0,128223658584.0,246418
